55.99117116,10.10.1.2:59234,10.10.2.1:5001,32,0x6f652fc,0x6f614c4,11,2147483647,31872,30385,29312
56.00319293,10.10.1.2:59234,10.10.2.1:5001,32,0x6f65e4c,0x6f61a6c,12,2147483647,34816,58179,29312
56.01519427,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6699c,0x6f62014,13,2147483647,37760,84000,29312
56.02719394,10.10.1.2:59234,10.10.2.1:5001,32,0x6f674ec,0x6f625bc,14,2147483647,40576,108095,29312
56.03919938,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6803c,0x6f62b64,15,2147483647,43520,130678,29312
56.05122561,10.10.1.2:59234,10.10.2.1:5001,32,0x6f68b8c,0x6f6310c,16,2147483647,46336,151936,29312
56.06324937,10.10.1.2:59234,10.10.2.1:5001,32,0x6f696dc,0x6f636b4,17,2147483647,49280,172039,29312
56.07520961,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6a22c,0x6f63c5c,18,2147483647,52224,191133,29312
56.08719733,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6ad7c,0x6f64204,19,2147483647,55040,209336,29312
56.099195,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb31bd6,0x2fb2aab6,1,10,57984,50679,29312
56.11114934,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb32726,0x2fb2b05e,21,2147483647,60928,89344,29312
56.12313489,10.10.1.2:59230,10.10.2.1:5001,32,0xee36b1a6,0xee364086,20,2147483647,57984,139164,29312
56.1351757,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb33276,0x2fb2b606,22,2147483647,63744,124689,29312
56.14715124,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6b8cc,0x6f647ac,20,2147483647,57984,226761,29312
56.15909218,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb33dc6,0x2fb2bbae,23,2147483647,66688,157214,29312
56.17118227,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb34916,0x2fb2c156,24,2147483647,69504,187059,29312
56.18314013,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb35466,0x2fb2c6fe,25,2147483647,72448,214684,29312
56.19510498,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb35fb6,0x2fb2cca6,26,2147483647,75392,240351,29312
56.20703035,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb36b06,0x2fb2d24e,27,2147483647,78208,262767,29312
56.21907737,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb37656,0x2fb2d7f6,28,2147483647,81152,283872,29312
56.23111382,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb381a6,0x2fb2dd9e,29,2147483647,84096,302348,29312
56.24310094,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb38cf6,0x2fb2e346,30,2147483647,86912,320020,29312
56.25507677,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb39846,0x2fb2e8ee,31,2147483647,89856,335479,29312
56.26705581,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3a396,0x2fb2ee96,32,2147483647,92672,350503,29312
56.27907698,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3aee6,0x2fb2f43e,33,2147483647,95616,363665,29312
56.29107424,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3ba36,0x2fb2f9e6,34,2147483647,98560,376686,29312
56.30306083,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3c586,0x2fb2ff8e,35,2147483647,101376,388061,29312
56.31497717,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3d0d6,0x2fb30536,36,2147483647,104320,399512,29312
56.32706144,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3dc26,0x2fb30ade,37,2147483647,107264,409529,29312
56.33891427,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3e776,0x2fb31086,38,2147483647,110080,419804,29312
56.35099661,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3f2c6,0x2fb3162e,39,2147483647,113024,428793,29312
56.36297506,10.10.1.2:59230,10.10.2.1:5001,32,0xee36bcf6,0xee36462e,21,2147483647,60928,168878,29312
56.37499263,10.10.1.2:59230,10.10.2.1:5001,32,0xee36c846,0xee364bd6,22,2147483647,63744,210734,29312
56.38687186,10.10.1.2:59230,10.10.2.1:5001,32,0xee36d396,0xee36517e,23,2147483647,66688,247350,29312
56.39894783,10.10.1.2:59230,10.10.2.1:5001,32,0xee36dee6,0xee365726,24,2147483647,69504,280874,29312
56.410951,10.10.1.2:59230,10.10.2.1:5001,32,0xee36ea36,0xee365cce,25,2147483647,72448,310211,29312
56.42295674,10.10.1.2:59230,10.10.2.1:5001,32,0xee36f586,0xee366276,26,2147483647,75392,337381,29312
56.43492172,10.10.1.2:59230,10.10.2.1:5001,32,0xee3700d6,0xee36681e,27,2147483647,78208,361163,29312
56.44693206,10.10.1.2:59230,10.10.2.1:5001,32,0xee370c26,0xee366dc6,28,2147483647,81152,383469,29312
56.45887488,10.10.1.2:59230,10.10.2.1:5001,32,0xee371776,0xee36736e,29,2147483647,84096,402987,29312
56.47090867,10.10.1.2:59230,10.10.2.1:5001,32,0xee3722c6,0xee367916,30,2147483647,86912,421559,29312
56.48290274,10.10.1.2:59230,10.10.2.1:5001,32,0xee372e16,0xee367ebe,31,2147483647,89856,437820,29312
56.49487596,10.10.1.2:59230,10.10.2.1:5001,32,0xee373966,0xee368466,32,2147483647,92672,453547,29312
56.50689359,10.10.1.2:59230,10.10.2.1:5001,32,0xee3744b6,0xee368a0e,33,2147483647,95616,467308,29312
56.518797,10.10.1.2:59230,10.10.2.1:5001,32,0xee375006,0xee368fb6,34,2147483647,98560,480851,29312
56.53079819,10.10.1.2:59230,10.10.2.1:5001,32,0xee375b56,0xee36955e,35,2147483647,101376,492681,29312
56.54277551,10.10.1.2:59234,10.10.2.1:5001,44,0x6f6c41c,0x6f64d54,21,2147483647,60928,248022,29312
56.55490586,10.10.1.2:59230,10.10.2.1:5001,32,0xee3766a6,0xee369b06,36,2147483647,104320,504533,29312
56.56688208,10.10.1.2:59230,10.10.2.1:5001,32,0xee3771f6,0xee36a0ae,37,2147483647,107264,516436,29312
56.57879261,10.10.1.2:59230,10.10.2.1:5001,32,0xee377d46,0xee36a656,38,2147483647,110080,528349,29312
56.59085435,10.10.1.2:59230,10.10.2.1:5001,32,0xee378896,0xee36abfe,39,2147483647,113024,538758,29312
56.60269812,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6c41c,0x6f64d54,21,2147483647,60928,248022,29312
56.61472506,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6cf6c,0x6f652fc,22,2147483647,63744,294945,29312
56.62679979,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6dabc,0x6f658a4,23,2147483647,66688,336020,29312
56.63880809,10.10.1.2:59232,10.10.2.1:5001,44,0x2fb3fe16,0x2fb31bd6,40,2147483647,115840,438168,29312
56.65085156,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6e60c,0x6f65e4c,24,2147483647,69504,373471,29312
56.66280694,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6f15c,0x6f663f4,25,2147483647,72448,407744,29312
56.67473541,10.10.1.2:59234,10.10.2.1:5001,32,0x6f6fcac,0x6f6699c,26,2147483647,75392,439228,29312
56.68675816,10.10.1.2:59234,10.10.2.1:5001,32,0x6f707fc,0x6f66f44,27,2147483647,78208,466766,29312
56.69869263,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7134c,0x6f674ec,28,2147483647,81152,492364,29312
56.71072411,10.10.1.2:59234,10.10.2.1:5001,32,0x6f71e9c,0x6f67a94,29,2147483647,84096,514755,29312
56.72270258,10.10.1.2:59234,10.10.2.1:5001,32,0x6f729ec,0x6f6803c,30,2147483647,86912,535851,29312
56.73464243,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7353c,0x6f685e4,31,2147483647,89856,554306,29312
56.74650244,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7408c,0x6f68b8c,32,2147483647,92672,571947,29312
56.75845658,10.10.1.2:59234,10.10.2.1:5001,32,0x6f74bdc,0x6f69134,33,2147483647,95616,587361,29312
56.77040709,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7572c,0x6f696dc,34,2147483647,98560,602344,29312
56.78259348,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7627c,0x6f69c84,35,2147483647,101376,615444,29312
56.79468133,10.10.1.2:59234,10.10.2.1:5001,32,0x6f76dcc,0x6f6a22c,36,2147483647,104320,628431,29312
56.80662855,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7791c,0x6f6a7d4,37,2147483647,107264,639810,29312
56.8187259,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7846c,0x6f6ad7c,38,2147483647,110080,651260,29312
56.83066974,10.10.1.2:59234,10.10.2.1:5001,32,0x6f78fbc,0x6f6b324,39,2147483647,113024,661293,29312
56.84267555,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb3fe16,0x2fb31bd6,40,2147483647,115840,438168,29312
56.85468457,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb40966,0x2fb3217e,41,2147483647,118784,476331,29312
56.86669133,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb414b6,0x2fb32726,42,2147483647,121728,511225,29312
56.87861003,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb42006,0x2fb32cce,43,2147483647,124544,541764,29312
56.89062469,10.10.1.2:59230,10.10.2.1:5001,32,0xee3793e6,0xee36b1a6,40,2147483647,115840,549375,29312
56.9025957,10.10.1.2:59230,10.10.2.1:5001,32,0xee379f36,0xee36b74e,41,2147483647,118784,576637,29312
56.91461502,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb42b56,0x2fb33276,44,2147483647,127488,569976,29312
56.92662574,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb436a6,0x2fb3381e,45,2147483647,130432,596157,29312
56.93863892,10.10.1.2:59234,10.10.2.1:5001,32,0x6f79b0c,0x6f6b8cc,40,2147483647,115840,671565,29312
56.95054036,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7a65c,0x6f6be74,41,2147483647,118784,686554,29312
56.96264194,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb441f6,0x2fb33dc6,46,2147483647,133248,620568,29312
56.97456657,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb44d46,0x2fb3436e,47,2147483647,136192,643440,29312
56.9866331,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb45896,0x2fb34916,48,2147483647,139008,664944,29312
56.99844596,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb463e6,0x2fb34ebe,49,2147483647,141952,683756,29312
57.01055453,10.10.1.2:59232,10.10.2.1:5001,32,0x2fb46f36,0x2fb35466,50,2147483647,144896,701694,29312
57.02261231,10.10.1.2:59232,10.10.2.1:5001,44,0x2fb47a86,0x2fb35a0e,51,2147483647,147712,717407,29312
57.03457469,10.10.1.2:59232,10.10.2.1:5001,52,0x2fb4802e,0x2fb35a0e,51,2147483647,150656,731169,29312
57.04659019,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,50,25,153600,743215,29312
57.05857021,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,47,25,156416,753753,29312
57.07050781,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,46,25,159360,762965,29312
57.08243791,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,44,25,162176,771019,29312
57.09459164,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,43,25,165120,778062,29312
57.10654922,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,41,25,168064,784245,29312
57.11853055,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,40,25,168064,789648,29312
57.13052232,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,38,25,168064,794373,29312
57.1424424,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,37,25,168064,798503,29312
57.15452052,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,35,25,168064,802124,29312
57.16641865,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,34,25,168064,805290,29312
57.17849851,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,32,25,168064,808066,29312
57.19044509,10.10.1.2:59230,10.10.2.1:5001,32,0xee37aa86,0xee36bcf6,42,2147483647,121728,601988,29312
57.20238598,10.10.1.2:59230,10.10.2.1:5001,44,0xee37b5d6,0xee36c29e,43,2147483647,124544,630173,29312
57.21438022,10.10.1.2:59230,10.10.2.1:5001,52,0xee37bb7e,0xee36c29e,43,2147483647,127488,654825,29312
57.22645221,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,42,21,130432,676410,29312
57.2384427,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,39,21,133248,695297,29312
57.25041001,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,38,21,136192,711820,29312
57.26246576,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,36,21,139008,726274,29312
57.27441297,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,35,21,141952,738932,29312
57.28646416,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,33,21,144896,750000,29312
57.29837372,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,32,21,147712,759699,29312
57.31043307,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,30,21,150656,768169,29312
57.32238074,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,29,21,153600,775588,29312
57.33443077,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,27,21,156416,782078,29312
57.34636732,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,26,21,156416,787759,29312
57.35838881,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,24,21,156416,792736,29312
57.37040998,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,23,21,156416,797086,29312
57.38239302,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,21,21,156416,799388,29312
57.39418209,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,21,21,156416,802899,29312
57.40630969,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,21,21,156416,805949,29312
57.41836077,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,20,21,156416,808644,29312
57.43030655,10.10.1.2:59234,10.10.2.1:5001,32,0x6f7b1ac,0x6f6c41c,42,2147483647,121728,701157,29312
57.44228326,10.10.1.2:59234,10.10.2.1:5001,44,0x6f7bcfc,0x6f6c9c4,43,2147483647,124544,716963,29312
57.45428203,10.10.1.2:59234,10.10.2.1:5001,52,0x6f7c2a4,0x6f6c9c4,43,2147483647,127488,730788,29312
57.46628007,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,42,21,130432,742875,29312
57.47832568,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,39,21,133248,751944,29312
57.49021133,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,39,21,136192,761385,29312
57.50228383,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,38,21,139008,769636,29312
57.51429247,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,37,21,141952,776875,29312
57.52629243,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,35,21,144896,783206,29312
57.5380803,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,34,21,147712,788755,29312
57.54987711,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,32,21,150656,793580,29312
57.56186531,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,31,21,153600,797778,29312
57.57382606,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,29,21,156416,801458,29312
57.58584288,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,28,21,156416,804691,29312
57.59794781,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,26,21,156416,807527,29312
57.61021014,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,25,21,156416,810028,29312
57.62222755,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,23,21,156416,812221,29312
57.63403614,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,21,21,156416,814136,29312
57.64620403,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,20,21,156416,815794,29312
57.65808294,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,19,21,156416,817254,29312
57.67014431,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,31,25,168064,810495,29312
57.6821685,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,29,25,168064,812615,29312
57.69416965,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,28,25,168064,814474,29312
57.70616363,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,26,25,168064,816099,29312
57.71810795,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,19,21,156416,811001,29312
57.7301206,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,18,21,156416,813062,29312
57.74213145,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,25,25,168064,817530,29312
57.75410169,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,24,25,168064,818778,29312
57.76582405,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,18,21,156416,818524,29312
57.77768386,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,17,21,156416,819605,29312
57.78987793,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,23,25,168064,819865,29312
57.80169266,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,22,25,168064,820785,29312
57.81371203,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,21,25,168064,821577,29312
57.82588607,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,20,25,168064,822263,29312
57.83800457,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,19,25,168064,822909,29312
57.84994151,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,18,25,168064,823476,29312
57.86196786,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb35a0e,17,25,168064,823956,29312
57.87372856,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4802e,0x2fb3655e,25,25,165248,823961,29312
57.88594482,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb485d6,0x2fb370ae,25,25,162432,822466,29312
57.89790636,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb48b7e,0x2fb37bfe,25,25,159616,819658,29312
57.90995434,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb49126,0x2fb3874e,25,25,156800,815701,29312
57.92192273,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb496ce,0x2fb3929e,25,25,153984,810738,29312
57.93392741,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb49c76,0x2fb39dee,25,25,151168,804896,29312
57.94590842,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,17,21,156416,814871,29312
57.95792285,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,16,21,156416,807445,29312
57.96989151,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,16,21,156416,802448,29312
57.98180823,10.10.1.2:59230,10.10.2.1:5001,60,0xee37bb7e,0xee36c29e,16,21,156416,798080,29312
57.99383496,10.10.1.2:59230,10.10.2.1:5001,60,0xee37c6ce,0xee36cdee,21,21,153600,793820,29312
58.00587219,10.10.1.2:59230,10.10.2.1:5001,60,0xee37cc76,0xee36d93e,21,21,150784,788592,29312
58.01792228,10.10.1.2:59230,10.10.2.1:5001,60,0xee37d21e,0xee36e48e,21,21,147968,782518,29312
58.02981701,10.10.1.2:59230,10.10.2.1:5001,60,0xee37d7c6,0xee36efde,21,21,145152,775704,29312
58.04173789,10.10.1.2:59230,10.10.2.1:5001,60,0xee37dd6e,0xee36fb2e,21,21,142336,768241,29312
58.05383422,10.10.1.2:59230,10.10.2.1:5001,60,0xee37e316,0xee37067e,21,21,139520,760210,29312
58.06583528,10.10.1.2:59230,10.10.2.1:5001,60,0xee37e8be,0xee3711ce,21,21,140160,751684,29312
58.07773966,10.10.1.2:59230,10.10.2.1:5001,60,0xee37ee66,0xee371d1e,21,21,142848,742724,29312
58.08980259,10.10.1.2:59230,10.10.2.1:5001,60,0xee37f40e,0xee37286e,21,21,145536,735383,29312
58.10190431,10.10.1.2:59230,10.10.2.1:5001,60,0xee37f9b6,0xee3733be,21,21,148224,728460,29312
58.11376791,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,16,21,156416,820547,29312
58.12577419,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,15,21,156416,803412,29312
58.13775572,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,15,21,156416,789918,29312
58.14978703,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7c2a4,0x6f6c9c4,15,21,156416,778111,29312
58.16166133,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7cdf4,0x6f6d514,21,21,153600,767347,29312
58.17372653,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7d39c,0x6f6e064,21,21,150784,756429,29312
58.1857342,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7d944,0x6f6f704,21,21,145024,745375,29312
58.1977802,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7deec,0x6f70254,21,21,142208,734204,29312
58.20970932,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7e494,0x6f70da4,21,21,140160,723428,29312
58.22146874,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7ea3c,0x6f718f4,21,21,142848,712500,29312
58.23376953,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7efe4,0x6f72444,21,21,145536,701437,29312
58.24576677,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7f58c,0x6f72f94,21,21,148224,688757,29312
58.25778545,10.10.1.2:59234,10.10.2.1:5001,60,0x6f7fb34,0x6f73ae4,21,21,150912,677663,29312
58.26970171,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4a21e,0x2fb3a93e,25,25,148352,798284,29312
58.28164646,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4a7c6,0x2fb3b48e,25,25,145536,771998,29312
58.29378628,10.10.1.2:59230,10.10.2.1:5001,60,0xee37ff5e,0xee373f0e,21,21,150912,722403,29312
58.30573828,10.10.1.2:59230,10.10.2.1:5001,60,0xee380506,0xee374a5e,21,21,153600,704102,29312
58.31772135,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4ad6e,0x2fb3bfde,25,25,142720,747499,29312
58.32965471,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4b316,0x2fb3cb2e,25,25,142848,726061,29312
58.34176189,10.10.1.2:59234,10.10.2.1:5001,60,0x6f800dc,0x6f74634,21,21,153600,667955,29312
58.35370774,10.10.1.2:59234,10.10.2.1:5001,60,0x6f80684,0x6f75184,21,21,156288,656461,29312
58.36571566,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4b8be,0x2fb3d67e,25,25,145536,707304,29312
58.3776548,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4be66,0x2fb3e1ce,25,25,148224,690891,29312
58.38966468,10.10.1.2:59232,10.10.2.1:5001,60,0x2fb4c40e,0x2fb3ed1e,25,25,150912,676529,29312
